Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Reference_ET0_mm_day,Crop_Coefficient_Kc
Wet,Yala,Paddy (Rice),Development,30,Sandy,5.58,12.6,0.73,0.26,28.4,23.9,26.2,83.0,40.6,5.2,16.3,Furrow/Surface,River/Canal Diversion,0.99,Yes,3.21,1.1
Wet,Yala,Paddy (Rice),Mid-season,40,Sandy,5.52,12.45,0.55,0.51,30.0,23.8,26.9,80.2,547.4,7.2,10.4,Furrow/Surface,River/Canal Diversion,0.99,Yes,3.73,1.2
Wet,Yala,Paddy (Rice),Late-season,25,Sandy,5.42,12.6,0.46,0.58,30.3,24.0,27.2,75.4,274.2,5.9,9.2,Furrow/Surface,River/Canal Diversion,0.99,Yes,3.89,0.95
Dry,Maha,Paddy (Rice),Initial,20,Sandy Loam,5.58,11.6,0.98,0.54,29.6,22.0,25.8,79.5,0.0,6.5,6.8,Furrow/Surface,Agro-well,0.46,Yes,4.11,1.05
Dry,Maha,Paddy (Rice),Development,30,Sandy Loam,4.96,12.25,0.78,0.46,31.8,22.6,27.2,82.8,74.4,7.6,12.5,Furrow/Surface,Agro-well,0.46,Yes,4.45,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Sandy Loam,4.63,12.36,1.06,0.31,31.4,23.2,27.3,77.3,263.7,6.3,7.0,Furrow/Surface,Agro-well,0.46,Yes,3.86,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Sandy Loam,5.55,13.86,0.84,0.36,30.1,22.5,26.3,64.6,21.9,6.8,6.8,Furrow/Surface,Agro-well,0.46,Yes,3.57,0.95
Wet,Yala,Chili,Initial,25,Clay,6.39,30.06,1.56,0.87,29.5,23.3,26.4,89.6,174.3,6.1,7.4,Sprinkler,Rainfed,1.63,No,3.86,0.6
Wet,Yala,Chili,Development,35,Clay,5.22,36.75,0.47,1.32,28.4,23.2,25.8,84.3,266.3,5.6,6.5,Sprinkler,Rainfed,1.63,No,3.38,0.85
Wet,Yala,Chili,Mid-season,60,Clay,5.35,36.75,1.57,0.64,29.1,22.1,25.6,81.8,657.9,6.3,13.0,Sprinkler,Rainfed,1.63,No,3.87,1.05
Wet,Yala,Chili,Late-season,30,Clay,6.26,36.75,1.16,0.05,30.7,21.9,26.3,81.5,428.3,6.9,6.0,Sprinkler,Rainfed,1.63,No,4.57,0.9
Dry,Yala,Paddy (Rice),Initial,20,Sandy Loam,5.45,11.69,0.43,0.45,36.2,23.0,29.6,72.2,43.5,9.1,12.6,Furrow/Surface,Minor Tank,1.23,No,6.04,1.05
Dry,Yala,Paddy (Rice),Development,30,Sandy Loam,5.39,14.29,0.82,0.68,34.7,24.1,29.4,72.5,41.8,8.1,13.1,Furrow/Surface,Minor Tank,1.23,No,5.26,1.1
Dry,Yala,Paddy (Rice),Mid-season,40,Sandy Loam,5.84,16.02,0.65,0.58,34.7,24.6,29.7,67.5,23.9,8.0,9.0,Furrow/Surface,Minor Tank,1.23,No,5.04,1.2
Dry,Yala,Paddy (Rice),Late-season,25,Sandy Loam,5.11,16.73,1.01,0.5,35.2,26.2,30.7,71.4,7.5,7.7,15.2,Furrow/Surface,Minor Tank,1.23,No,4.96,0.95
Dry,Yala,Green Gram,Initial,12,Sandy,5.51,5.43,0.59,0.25,34.9,24.3,29.6,80.9,17.5,7.7,15.0,Drip,Rainfed,2.53,No,5.48,0.4
Dry,Yala,Green Gram,Development,18,Sandy,5.43,4.28,0.37,0.32,32.6,24.4,28.5,51.1,68.6,7.8,15.7,Drip,Rainfed,2.53,No,4.65,0.75
Dry,Yala,Green Gram,Mid-season,22,Sandy,4.94,2.5,0.38,0.34,32.7,25.4,29.1,69.5,80.5,8.5,16.2,Drip,Rainfed,2.53,No,4.39,1.05
Dry,Yala,Green Gram,Late-season,13,Sandy,5.5,2.0,1.17,0.43,32.3,24.6,28.5,70.2,28.7,8.1,13.2,Drip,Rainfed,2.53,No,4.41,0.4
Dry,Yala,Big Onion,Initial,15,Clay,6.78,30.21,1.31,0.75,33.5,24.4,29.0,65.4,44.4,7.3,14.7,Rainfed,Minor Tank,0.6,No,4.99,0.7
Dry,Yala,Big Onion,Development,25,Clay,6.28,30.15,1.23,1.0,34.4,23.9,29.2,68.8,13.1,7.7,9.9,Rainfed,Minor Tank,0.6,No,5.37,0.9
Dry,Yala,Big Onion,Mid-season,35,Clay,6.5,28.14,1.46,1.77,33.4,22.9,28.1,73.7,122.9,8.2,12.4,Rainfed,Minor Tank,0.6,No,5.13,1.05
Dry,Yala,Big Onion,Late-season,20,Clay,5.92,28.55,1.12,0.24,35.2,23.7,29.5,70.7,37.6,8.1,15.4,Rainfed,Minor Tank,0.6,No,5.53,0.75
Wet,Maha,Green Gram,Initial,12,Loamy,6.68,16.11,0.97,0.2,27.9,23.5,25.7,90.1,28.6,5.0,7.0,Rainfed,Minor Tank,0.56,No,3.16,0.4
Wet,Maha,Green Gram,Development,18,Loamy,6.55,14.43,1.3,0.56,28.4,22.1,25.3,78.3,127.7,6.1,4.3,Rainfed,Minor Tank,0.56,No,3.69,0.75
Wet,Maha,Green Gram,Mid-season,22,Loamy,5.66,15.06,0.7,0.49,26.1,22.4,24.2,80.2,233.6,6.0,6.6,Rainfed,Minor Tank,0.56,No,2.66,1.05
Wet,Maha,Green Gram,Late-season,13,Loamy,6.23,17.26,1.68,0.31,26.7,22.2,24.5,85.6,72.3,6.7,4.4,Rainfed,Minor Tank,0.56,No,2.85,0.4
Dry,Maha,Paddy (Rice),Initial,20,Sandy,5.86,5.55,0.29,0.16,31.0,21.6,26.3,85.5,48.4,5.0,7.9,Rainfed,Major Tank,0.13,No,4.65,1.05
Dry,Maha,Paddy (Rice),Development,30,Sandy,5.22,6.27,0.48,0.31,31.4,22.3,26.9,75.9,82.8,6.8,7.9,Rainfed,Major Tank,0.13,No,4.41,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Sandy,5.52,6.54,0.48,0.39,30.9,22.4,26.6,87.4,85.6,7.1,7.7,Rainfed,Major Tank,0.13,No,3.93,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Sandy,5.75,7.59,0.66,0.42,31.0,21.2,26.1,80.1,125.2,6.9,12.5,Rainfed,Major Tank,0.13,No,4.08,0.95
Wet,Maha,Maize,Initial,20,Clay,6.32,18.87,1.34,0.82,27.5,20.8,24.1,85.0,49.5,5.8,6.6,Furrow/Surface,Major Tank,1.03,No,3.76,0.3
Wet,Maha,Maize,Development,30,Clay,6.98,18.38,1.93,0.99,27.8,23.6,25.7,85.7,185.6,6.0,5.3,Furrow/Surface,Major Tank,1.03,No,2.97,0.75
Wet,Maha,Maize,Mid-season,35,Clay,6.25,21.56,1.27,0.39,27.5,22.3,24.9,77.4,235.0,5.7,7.3,Furrow/Surface,Major Tank,1.03,No,3.03,1.2
Wet,Maha,Maize,Late-season,15,Clay,5.71,22.46,1.81,0.63,27.5,22.3,24.9,78.5,72.5,5.5,8.3,Furrow/Surface,Major Tank,1.03,No,2.96,0.6
Dry,Maha,Tomato,Initial,20,Sandy,4.64,7.98,0.37,0.48,31.0,22.1,26.6,82.0,200.5,7.0,7.2,Drip,Minor Tank,0.67,Yes,4.55,0.6
Dry,Maha,Tomato,Development,25,Sandy,5.32,12.6,0.61,0.67,30.5,21.9,26.2,78.8,242.0,5.9,10.9,Drip,Minor Tank,0.67,Yes,4.26,0.9
Dry,Maha,Tomato,Mid-season,35,Sandy,5.32,12.6,0.51,0.18,31.0,22.5,26.8,83.1,0.0,7.0,6.6,Drip,Minor Tank,0.67,Yes,4.01,1.15
Dry,Maha,Tomato,Late-season,20,Sandy,5.21,12.04,0.63,0.62,33.6,21.3,27.5,77.2,0.0,6.4,13.8,Drip,Minor Tank,0.67,Yes,4.72,0.8
Wet,Maha,Tomato,Initial,20,Sandy Loam,5.8,15.22,1.1,0.37,25.2,22.5,23.9,82.6,152.6,6.4,10.0,Drip,Minor Tank,1.64,No,2.38,0.6
Wet,Maha,Tomato,Development,25,Sandy Loam,5.84,18.9,1.0,0.31,28.8,22.5,25.6,85.3,137.2,6.1,2.6,Drip,Minor Tank,1.64,No,3.67,0.9
Wet,Maha,Tomato,Mid-season,35,Sandy Loam,5.64,18.9,0.87,0.47,28.5,22.9,25.7,84.8,0.0,5.2,6.6,Drip,Minor Tank,1.64,No,3.29,1.15
Wet,Maha,Tomato,Late-season,20,Sandy Loam,6.09,17.04,1.24,0.26,29.0,22.2,25.6,82.6,53.3,6.3,2.6,Drip,Minor Tank,1.64,No,3.5,0.8
Wet,Maha,Tomato,Initial,20,Sandy,4.99,6.14,0.45,0.59,28.6,22.9,25.8,83.1,101.2,5.7,7.0,Furrow/Surface,Major Tank,0.91,No,3.59,0.6
Wet,Maha,Tomato,Development,25,Sandy,4.98,7.72,0.45,0.45,28.5,23.9,26.2,89.4,206.0,7.0,5.5,Furrow/Surface,Major Tank,0.91,No,3.14,0.9
Wet,Maha,Tomato,Mid-season,35,Sandy,5.37,9.39,0.98,0.39,29.4,23.1,26.2,83.3,36.5,5.8,7.4,Furrow/Surface,Major Tank,0.91,No,3.48,1.15
Wet,Maha,Tomato,Late-season,20,Sandy,4.81,7.46,0.69,0.35,27.5,24.0,25.8,86.8,90.6,6.9,7.1,Furrow/Surface,Major Tank,0.91,No,2.48,0.8
Dry,Maha,Chili,Initial,25,Clay,6.16,27.53,1.62,1.08,31.4,23.9,27.6,84.2,115.1,6.2,16.4,Furrow/Surface,Major Tank,1.52,No,4.26,0.6
Dry,Maha,Chili,Development,35,Clay,6.68,32.18,1.44,0.76,33.6,21.7,27.7,77.3,122.0,6.3,7.6,Furrow/Surface,Major Tank,1.52,No,5.01,0.85
Dry,Maha,Chili,Mid-season,60,Clay,6.73,32.07,1.45,0.91,33.6,20.9,27.3,87.1,342.7,6.8,5.6,Furrow/Surface,Major Tank,1.52,No,4.69,1.05
Dry,Maha,Chili,Late-season,30,Clay,6.28,35.77,1.27,0.33,30.3,23.2,26.8,76.4,132.4,7.1,12.7,Furrow/Surface,Major Tank,1.52,No,3.66,0.9
Dry,Maha,Paddy (Rice),Initial,20,Clay,5.64,26.54,1.75,0.85,32.0,22.3,27.2,89.1,71.6,8.5,10.0,Furrow/Surface,Minor Tank,2.6,Yes,4.86,1.05
Dry,Maha,Paddy (Rice),Development,30,Clay,6.49,30.63,0.29,0.46,30.8,23.1,26.9,70.7,230.3,6.1,7.8,Furrow/Surface,Minor Tank,2.6,Yes,4.12,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Clay,5.59,30.28,1.2,1.11,31.7,19.9,25.8,90.9,80.7,5.7,10.4,Furrow/Surface,Minor Tank,2.6,Yes,4.61,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Clay,6.71,31.36,1.47,1.01,32.1,23.3,27.7,79.9,91.6,5.9,7.0,Furrow/Surface,Minor Tank,2.6,Yes,4.06,0.95
Intermediate,Maha,Paddy (Rice),Initial,20,Loamy,5.87,18.17,0.93,0.54,27.2,20.0,23.6,75.0,149.4,6.1,7.0,Sprinkler,Minor Tank,0.32,Yes,3.83,1.05
Intermediate,Maha,Paddy (Rice),Development,30,Loamy,6.55,22.93,1.41,0.05,28.1,19.2,23.7,82.8,50.1,7.0,9.5,Sprinkler,Minor Tank,0.32,Yes,4.13,1.1
Intermediate,Maha,Paddy (Rice),Mid-season,40,Loamy,6.06,22.7,0.89,0.46,30.0,19.1,24.5,96.5,317.8,4.5,8.3,Sprinkler,Minor Tank,0.32,Yes,4.36,1.2
Intermediate,Maha,Paddy (Rice),Late-season,25,Loamy,5.52,24.78,1.85,0.05,26.2,20.4,23.3,81.4,481.3,6.6,9.7,Sprinkler,Minor Tank,0.32,Yes,3.01,0.95
Dry,Maha,Paddy (Rice),Initial,20,Loamy,6.39,21.65,0.97,0.36,31.3,23.0,27.1,88.4,57.0,5.7,6.3,Rainfed,Rainfed,1.97,No,4.47,1.05
Dry,Maha,Paddy (Rice),Development,30,Loamy,5.36,25.14,1.5,1.02,30.4,21.8,26.1,68.2,132.0,6.4,6.4,Rainfed,Rainfed,1.97,No,4.23,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Loamy,7.04,24.93,1.1,0.61,31.9,23.8,27.9,82.2,89.2,7.7,9.3,Rainfed,Rainfed,1.97,No,3.97,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Loamy,5.69,24.76,1.33,0.68,29.7,21.7,25.7,80.5,123.9,6.7,9.0,Rainfed,Rainfed,1.97,No,3.7,0.95
Wet,Yala,Maize,Initial,20,Loamy,5.65,21.24,0.98,0.44,29.6,23.6,26.6,81.6,46.2,4.9,9.1,Rainfed,Major Tank,1.11,No,3.83,0.3
Wet,Yala,Maize,Development,30,Loamy,6.26,20.21,0.71,0.05,29.8,23.6,26.7,87.8,379.1,8.8,10.3,Rainfed,Major Tank,1.11,No,3.82,0.75
Wet,Yala,Maize,Mid-season,35,Loamy,6.19,26.25,1.45,1.13,28.9,24.7,26.8,84.0,356.9,6.1,10.4,Rainfed,Major Tank,1.11,No,3.06,1.2
Wet,Yala,Maize,Late-season,15,Loamy,6.54,26.25,0.89,0.52,31.2,23.1,27.2,92.3,157.9,5.9,10.6,Rainfed,Major Tank,1.11,No,4.34,0.6
Dry,Yala,Paddy (Rice),Initial,20,Loamy,6.33,14.97,1.36,0.41,34.7,24.0,29.4,53.3,100.4,8.5,16.9,Sprinkler,Rainfed,0.45,No,5.47,1.05
Dry,Yala,Paddy (Rice),Development,30,Loamy,5.27,20.36,1.18,0.55,33.9,23.8,28.9,68.5,12.5,7.9,13.6,Sprinkler,Rainfed,0.45,No,5.2,1.1
Dry,Yala,Paddy (Rice),Mid-season,40,Loamy,5.97,21.95,0.29,0.65,32.9,22.5,27.7,69.4,0.0,8.1,14.2,Sprinkler,Rainfed,0.45,No,5.05,1.2
Dry,Yala,Paddy (Rice),Late-season,25,Loamy,6.08,23.42,1.57,0.86,32.5,25.2,28.9,73.6,72.8,8.4,13.2,Sprinkler,Rainfed,0.45,No,4.39,0.95
Dry,Yala,Tomato,Initial,20,Clay,6.73,27.99,1.97,0.88,32.1,23.7,27.9,58.8,25.5,7.3,16.5,Rainfed,Major Tank,0.39,No,4.69,0.6
Dry,Yala,Tomato,Development,25,Clay,6.06,26.57,1.06,0.87,33.3,24.1,28.7,68.0,0.0,8.4,15.9,Rainfed,Major Tank,0.39,No,4.92,0.9
Dry,Yala,Tomato,Mid-season,35,Clay,6.41,25.46,1.1,1.33,34.1,23.6,28.8,76.1,75.4,8.4,12.5,Rainfed,Major Tank,0.39,No,5.18,1.15
Dry,Yala,Tomato,Late-season,20,Clay,6.3,25.71,0.81,0.59,32.5,22.2,27.3,72.1,64.3,9.1,14.4,Rainfed,Major Tank,0.39,No,4.99,0.8
Wet,Yala,Green Gram,Initial,12,Sandy,6.03,9.6,0.59,0.43,29.3,23.9,26.6,83.3,138.4,7.6,10.4,Rainfed,Major Tank,0.63,No,3.63,0.4
Wet,Yala,Green Gram,Development,18,Sandy,5.56,12.6,0.67,0.34,27.5,23.6,25.6,87.1,235.5,6.8,12.8,Rainfed,Major Tank,0.63,No,2.98,0.75
Wet,Yala,Green Gram,Mid-season,22,Sandy,5.3,12.6,1.02,0.57,27.1,24.9,26.0,82.2,383.8,5.6,8.1,Rainfed,Major Tank,0.63,No,2.19,1.05
Wet,Yala,Green Gram,Late-season,13,Sandy,4.51,12.6,0.63,0.4,27.8,24.1,25.9,80.3,148.6,6.9,8.9,Rainfed,Major Tank,0.63,No,2.82,0.4
Intermediate,Maha,Paddy (Rice),Initial,20,Clay,6.33,20.13,1.19,0.63,28.3,17.2,22.7,82.4,100.1,5.6,9.1,Sprinkler,Major Tank,0.91,No,4.67,1.05
Intermediate,Maha,Paddy (Rice),Development,30,Clay,5.79,24.61,1.39,1.03,28.4,18.9,23.7,84.3,362.1,4.8,5.0,Sprinkler,Major Tank,0.91,No,4.22,1.1
Intermediate,Maha,Paddy (Rice),Mid-season,40,Clay,6.17,30.63,1.92,0.75,27.7,19.0,23.3,80.3,132.1,6.4,8.1,Sprinkler,Major Tank,0.91,No,3.75,1.2
Intermediate,Maha,Paddy (Rice),Late-season,25,Clay,6.16,27.3,0.59,1.06,28.2,17.8,23.0,83.8,165.0,7.0,9.0,Sprinkler,Major Tank,0.91,No,3.98,0.95
Dry,Maha,Chili,Initial,25,Clay,6.59,29.48,1.33,1.38,30.7,22.6,26.6,80.0,202.4,7.0,6.4,Furrow/Surface,Rainfed,2.03,Yes,4.35,0.6
Dry,Maha,Chili,Development,35,Clay,6.28,35.82,1.11,0.91,34.1,24.2,29.1,78.3,195.3,6.4,6.2,Furrow/Surface,Rainfed,2.03,Yes,4.81,0.85
Dry,Maha,Chili,Mid-season,60,Clay,5.33,36.75,1.64,0.79,30.9,22.7,26.8,78.6,357.3,5.7,7.0,Furrow/Surface,Rainfed,2.03,Yes,3.86,1.05
Dry,Maha,Chili,Late-season,30,Clay,5.91,36.75,1.76,0.88,30.7,22.7,26.7,68.0,223.0,7.1,11.5,Furrow/Surface,Rainfed,2.03,Yes,4.0,0.9
Wet,Maha,Chili,Initial,25,Clay,5.93,25.2,1.59,0.28,29.8,21.9,25.8,87.7,200.3,4.9,6.2,Furrow/Surface,Agro-well,0.46,No,4.22,0.6
Wet,Maha,Chili,Development,35,Clay,6.11,31.78,1.95,0.73,29.5,23.9,26.7,82.3,217.7,5.7,6.3,Furrow/Surface,Agro-well,0.46,No,3.46,0.85
Wet,Maha,Chili,Mid-season,60,Clay,7.13,33.15,1.42,0.57,28.1,22.5,25.3,83.1,398.3,6.4,6.7,Furrow/Surface,Agro-well,0.46,No,3.1,1.05
Wet,Maha,Chili,Late-season,30,Clay,6.03,36.75,1.93,0.47,30.4,20.8,25.6,76.2,238.6,6.0,5.8,Furrow/Surface,Agro-well,0.46,No,4.3,0.9
Wet,Yala,Big Onion,Initial,15,Clay,5.59,26.75,1.47,0.95,29.7,23.8,26.7,79.8,30.2,7.0,9.6,Sprinkler,Rainfed,0.1,No,3.82,0.7
Wet,Yala,Big Onion,Development,25,Clay,6.34,25.53,1.64,0.72,30.0,23.6,26.8,86.0,72.7,6.3,10.8,Sprinkler,Rainfed,0.1,No,3.93,0.9
Wet,Yala,Big Onion,Mid-season,35,Clay,5.92,24.27,1.24,0.54,29.8,21.7,25.7,92.3,465.3,5.4,6.6,Sprinkler,Rainfed,0.1,No,4.21,1.05
Wet,Yala,Big Onion,Late-season,20,Clay,6.47,30.34,1.23,0.54,30.3,23.1,26.7,78.7,99.4,5.8,8.6,Sprinkler,Rainfed,0.1,No,4.06,0.75
Intermediate,Maha,Maize,Initial,20,Clay,6.42,29.78,1.05,0.87,27.9,18.4,23.2,83.9,141.3,7.4,7.4,Rainfed,Rainfed,0.36,No,4.36,0.3
Intermediate,Maha,Maize,Development,30,Clay,6.58,34.14,1.89,0.47,25.5,20.4,22.9,74.5,153.0,6.3,11.0,Rainfed,Rainfed,0.36,No,3.07,0.75
Intermediate,Maha,Maize,Mid-season,35,Clay,6.16,36.75,1.46,0.15,29.8,20.4,25.1,83.9,315.9,4.8,9.2,Rainfed,Rainfed,0.36,No,4.09,1.2
Intermediate,Maha,Maize,Late-season,15,Clay,6.86,36.75,1.51,0.88,29.5,19.9,24.7,87.9,76.0,5.6,7.6,Rainfed,Rainfed,0.36,No,3.99,0.6
Dry,Yala,Paddy (Rice),Initial,20,Sandy,5.24,7.75,0.68,0.39,35.2,23.4,29.3,66.2,13.0,8.2,14.1,Drip,Major Tank,0.5,Yes,5.76,1.05
Dry,Yala,Paddy (Rice),Development,30,Sandy,5.26,10.32,0.6,0.23,32.3,24.5,28.4,73.1,33.9,8.9,13.5,Drip,Major Tank,0.5,Yes,4.51,1.1
Dry,Yala,Paddy (Rice),Mid-season,40,Sandy,5.13,12.26,0.29,0.26,33.3,23.7,28.5,69.9,88.3,7.9,12.2,Drip,Major Tank,0.5,Yes,4.94,1.2
Dry,Yala,Paddy (Rice),Late-season,25,Sandy,5.54,11.3,0.48,0.34,35.9,24.9,30.4,72.2,88.1,8.7,12.3,Drip,Major Tank,0.5,Yes,5.56,0.95
Wet,Maha,Chili,Initial,25,Clay,6.8,22.95,1.33,0.69,28.1,22.4,25.3,75.4,204.6,4.6,6.6,Rainfed,Minor Tank,0.21,No,3.53,0.6
Wet,Maha,Chili,Development,35,Clay,6.24,30.97,1.12,1.02,28.8,24.0,26.4,79.2,161.5,5.8,7.1,Rainfed,Minor Tank,0.21,No,3.19,0.85
Wet,Maha,Chili,Mid-season,60,Clay,6.43,30.8,1.26,0.65,27.7,24.0,25.9,80.6,200.0,5.4,8.4,Rainfed,Minor Tank,0.21,No,2.55,1.05
Wet,Maha,Chili,Late-season,30,Clay,6.37,32.23,1.33,0.47,29.0,22.3,25.7,82.2,192.3,6.0,6.6,Rainfed,Minor Tank,0.21,No,3.6,0.9
Dry,Yala,Big Onion,Initial,15,Sandy,5.9,5.35,0.54,0.09,33.6,23.8,28.7,73.5,34.5,8.5,16.7,Furrow/Surface,Major Tank,1.06,No,5.16,0.7
Dry,Yala,Big Onion,Development,25,Sandy,5.5,5.19,0.45,0.41,31.9,23.9,27.9,65.1,37.8,8.6,15.9,Furrow/Surface,Major Tank,1.06,No,4.56,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy,5.59,4.43,0.54,0.39,33.0,23.7,28.3,68.6,64.6,9.1,9.4,Furrow/Surface,Major Tank,1.06,No,4.86,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy,5.72,4.58,0.3,0.34,34.6,25.4,30.0,74.8,20.7,7.2,8.2,Furrow/Surface,Major Tank,1.06,No,5.03,0.75
Intermediate,Maha,Tomato,Initial,20,Sandy,4.93,7.91,0.73,0.47,28.2,18.0,23.1,78.2,212.6,5.4,6.8,Rainfed,Major Tank,0.12,No,4.53,0.6
Intermediate,Maha,Tomato,Development,25,Sandy,5.06,12.6,0.66,0.19,29.6,17.5,23.6,86.0,129.7,6.7,11.3,Rainfed,Major Tank,0.12,No,4.8,0.9
Intermediate,Maha,Tomato,Mid-season,35,Sandy,5.68,12.6,0.51,0.42,29.5,19.5,24.5,75.6,120.6,6.9,2.5,Rainfed,Major Tank,0.12,No,4.18,1.15
Intermediate,Maha,Tomato,Late-season,20,Sandy,4.59,11.95,0.94,0.2,29.4,20.2,24.8,86.0,65.5,6.0,9.7,Rainfed,Major Tank,0.12,No,3.91,0.8
Intermediate,Maha,Green Gram,Initial,12,Clay,6.37,24.19,1.37,0.74,26.9,21.5,24.2,79.0,66.4,6.6,1.9,Drip,Rainfed,2.36,No,3.4,0.4
Intermediate,Maha,Green Gram,Development,18,Clay,6.32,23.86,1.07,0.81,27.1,19.3,23.2,89.2,22.4,5.0,7.8,Drip,Rainfed,2.36,No,3.9,0.75
Intermediate,Maha,Green Gram,Mid-season,22,Clay,6.9,21.95,1.54,0.47,27.8,19.1,23.5,78.8,230.1,4.4,9.9,Drip,Rainfed,2.36,No,4.0,1.05
Intermediate,Maha,Green Gram,Late-season,13,Clay,6.66,23.25,1.35,1.0,27.7,20.4,24.1,77.4,0.0,7.9,10.3,Drip,Rainfed,2.36,No,3.57,0.4
Dry,Yala,Maize,Initial,20,Clay,6.48,27.16,1.28,0.72,34.5,25.5,30.0,65.4,41.3,7.6,17.9,Rainfed,River/Canal Diversion,0.75,No,5.08,0.3
Dry,Yala,Maize,Development,30,Clay,6.87,23.79,1.2,1.37,32.7,22.6,27.6,75.4,91.3,7.9,14.0,Rainfed,River/Canal Diversion,0.75,No,5.0,0.75
Dry,Yala,Maize,Mid-season,35,Clay,6.57,24.84,1.35,0.94,36.0,25.7,30.9,65.1,147.9,8.1,12.1,Rainfed,River/Canal Diversion,0.75,No,5.3,1.2
Dry,Yala,Maize,Late-season,15,Clay,6.43,25.66,1.78,0.59,33.2,25.8,29.5,66.8,53.2,8.9,9.2,Rainfed,River/Canal Diversion,0.75,No,4.41,0.6
Dry,Maha,Big Onion,Initial,15,Loamy,5.71,23.05,1.0,0.6,31.9,23.9,27.9,76.9,116.6,6.4,7.7,Sprinkler,Major Tank,2.08,No,4.48,0.7
Dry,Maha,Big Onion,Development,25,Loamy,5.89,26.25,1.24,0.64,32.3,23.7,28.0,83.9,255.3,9.1,10.0,Sprinkler,Major Tank,2.08,No,4.51,0.9
Dry,Maha,Big Onion,Mid-season,35,Loamy,5.54,26.25,1.52,0.38,30.2,21.5,25.9,84.7,133.9,7.5,13.4,Sprinkler,Major Tank,2.08,No,4.04,1.05
Dry,Maha,Big Onion,Late-season,20,Loamy,6.56,25.66,1.22,0.59,31.9,20.9,26.4,82.9,91.3,7.6,9.7,Sprinkler,Major Tank,2.08,No,4.4,0.75
Dry,Yala,Big Onion,Initial,15,Sandy,5.88,11.06,0.37,0.28,34.6,24.3,29.4,64.6,49.0,7.1,14.4,Sprinkler,River/Canal Diversion,0.83,No,5.35,0.7
Dry,Yala,Big Onion,Development,25,Sandy,5.39,10.38,0.6,0.05,34.0,25.4,29.7,66.8,120.1,9.6,13.2,Sprinkler,River/Canal Diversion,0.83,No,4.85,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy,5.3,10.6,0.62,0.48,32.4,23.5,27.9,69.8,79.9,8.1,14.1,Sprinkler,River/Canal Diversion,0.83,No,4.66,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy,5.91,10.68,0.56,0.16,31.9,24.7,28.3,75.7,31.0,9.3,15.1,Sprinkler,River/Canal Diversion,0.83,No,4.24,0.75
Dry,Maha,Chili,Initial,25,Clay,6.04,25.87,1.06,0.24,30.8,22.6,26.7,81.7,23.6,7.5,6.8,Rainfed,Major Tank,1.17,No,4.38,0.6
Dry,Maha,Chili,Development,35,Clay,5.42,24.93,2.19,0.81,31.8,23.0,27.4,81.2,164.0,7.0,8.9,Rainfed,Major Tank,1.17,No,4.36,0.85
Dry,Maha,Chili,Mid-season,60,Clay,6.71,26.8,2.14,0.67,30.5,23.5,27.0,79.7,330.3,6.1,8.2,Rainfed,Major Tank,1.17,No,3.56,1.05
Dry,Maha,Chili,Late-season,30,Clay,6.99,29.96,1.1,0.74,30.5,22.3,26.4,69.2,76.6,7.7,5.7,Rainfed,Major Tank,1.17,No,4.0,0.9
Wet,Yala,Chili,Initial,25,Sandy Loam,5.98,12.47,1.18,0.94,28.0,23.3,25.7,81.4,282.3,6.0,8.6,Sprinkler,Major Tank,1.91,No,3.31,0.6
Wet,Yala,Chili,Development,35,Sandy Loam,5.9,18.9,1.16,0.38,31.0,24.4,27.7,83.8,341.5,5.4,11.2,Sprinkler,Major Tank,1.91,No,3.97,0.85
Wet,Yala,Chili,Mid-season,60,Sandy Loam,5.57,18.9,1.0,0.09,27.6,24.0,25.8,87.9,206.2,7.5,8.1,Sprinkler,Major Tank,1.91,No,2.79,1.05
Wet,Yala,Chili,Late-season,30,Sandy Loam,6.14,18.9,1.21,0.52,28.5,24.8,26.6,73.7,6.7,7.2,8.6,Sprinkler,Major Tank,1.91,No,2.97,0.9
Dry,Yala,Paddy (Rice),Initial,20,Sandy Loam,6.0,15.14,0.99,0.56,32.5,24.0,28.2,70.3,39.0,8.8,15.6,Rainfed,Major Tank,1.19,No,4.71,1.05
Dry,Yala,Paddy (Rice),Development,30,Sandy Loam,5.02,17.94,0.93,0.18,36.7,24.2,30.5,67.5,2.2,8.4,12.6,Rainfed,Major Tank,1.19,No,5.82,1.1
