Field_Cycle_ID,District,Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Reference_ET0_mm_day,Crop_Coefficient_Kc,Net_Irrigation_Requirement_mm,Gross_Irrigation_Requirement_mm
1038,Mullaitivu,Dry,Maha,Green Gram,Development,18,Loamy,6.38,17.4,1.05,0.54,29.5,20.9,25.2,80.9,0.0,8.1,11.7,Drip,Major Tank,2.23,No,0.0,4.25,0.75,42.5,47.2
1038,Mullaitivu,Dry,Maha,Green Gram,Mid-season,22,Loamy,5.82,15.2,1.37,0.41,32.1,22.9,27.5,82.6,74.2,7.0,7.4,Drip,Major Tank,2.23,No,42.5,4.43,1.05,33.7,37.4
1038,Mullaitivu,Dry,Maha,Green Gram,Late-season,13,Loamy,5.47,13.05,1.27,0.29,30.3,22.7,26.5,83.2,70.9,7.2,4.4,Drip,Major Tank,2.23,No,33.7,3.77,0.4,0.0,0.0
1039,Batticaloa,Dry,Maha,Tomato,Initial,20,Loamy,6.06,15.59,1.15,0.72,32.6,22.0,27.3,81.8,41.4,7.3,6.6,Furrow/Surface,Major Tank,1.57,No,12.5,5.07,0.6,27.6,50.2
1039,Batticaloa,Dry,Maha,Tomato,Development,25,Loamy,5.84,15.26,1.1,0.78,31.5,21.9,26.7,79.6,121.9,6.2,9.4,Furrow/Surface,Major Tank,1.57,No,27.6,4.57,0.9,7.2,13.2
1039,Batticaloa,Dry,Maha,Tomato,Mid-season,35,Loamy,6.06,16.58,0.96,0.58,30.5,22.1,26.3,81.8,237.1,7.4,9.7,Furrow/Surface,Major Tank,1.57,No,7.2,3.99,1.15,0.0,0.0
1039,Batticaloa,Dry,Maha,Tomato,Late-season,20,Loamy,5.75,19.16,0.87,0.69,32.0,22.0,27.0,79.6,113.3,6.7,8.0,Furrow/Surface,Major Tank,1.57,No,0.0,4.26,0.8,0.0,0.0
1040,Badulla,Intermediate,Maha,Green Gram,Initial,12,Sandy Loam,4.44,14.7,0.99,0.37,28.0,20.5,24.3,81.3,126.6,5.9,9.3,Furrow/Surface,Rainfed,1.81,Yes,19.0,4.0,0.4,0.0,0.0
1040,Badulla,Intermediate,Maha,Green Gram,Development,18,Sandy Loam,5.03,18.9,0.51,0.36,28.1,22.4,25.2,75.3,0.0,6.9,6.5,Furrow/Surface,Rainfed,1.81,Yes,0.0,3.5,0.75,23.8,43.2
1040,Badulla,Intermediate,Maha,Green Gram,Mid-season,22,Sandy Loam,5.63,17.62,1.46,0.66,28.3,19.7,24.0,78.1,116.8,6.7,6.7,Furrow/Surface,Rainfed,1.81,Yes,23.8,4.05,1.05,0.0,0.0
1040,Badulla,Intermediate,Maha,Green Gram,Late-season,13,Sandy Loam,5.78,16.87,0.85,0.49,27.2,21.1,24.2,81.2,210.5,5.7,6.7,Furrow/Surface,Rainfed,1.81,Yes,0.0,3.29,0.4,0.0,0.0
1041,Mullaitivu,Dry,Maha,Chili,Initial,25,Sandy Loam,5.41,15.24,0.76,0.74,33.7,20.6,27.2,79.4,0.0,6.4,6.7,Rainfed,River/Canal Diversion,0.76,Yes,15.7,5.57,0.6,65.9,
1041,Mullaitivu,Dry,Maha,Chili,Development,35,Sandy Loam,5.74,16.19,1.16,0.62,30.9,21.2,26.0,74.5,290.5,8.0,10.5,Rainfed,River/Canal Diversion,0.76,Yes,65.9,4.4,0.85,0.0,
1041,Mullaitivu,Dry,Maha,Chili,Mid-season,60,Sandy Loam,5.59,18.9,0.5,0.18,32.0,22.5,27.2,67.2,432.3,7.1,10.5,Rainfed,River/Canal Diversion,0.76,Yes,0.0,4.08,1.05,0.0,
1041,Mullaitivu,Dry,Maha,Chili,Late-season,30,Sandy Loam,4.34,18.9,0.78,0.48,33.0,23.8,28.4,81.2,223.7,8.4,8.0,Rainfed,River/Canal Diversion,0.76,Yes,0.0,4.37,0.9,0.0,
1042,Kalutara,Wet,Yala,Tomato,Initial,20,Loamy,6.45,16.86,1.45,0.75,30.2,24.1,27.1,82.8,405.6,6.3,7.3,Furrow/Surface,Minor Tank,0.43,No,30.7,3.9,0.6,0.0,0.0
1042,Kalutara,Wet,Yala,Tomato,Development,25,Loamy,6.42,26.25,0.57,0.05,28.0,22.5,25.2,79.9,256.7,6.7,11.2,Furrow/Surface,Minor Tank,0.43,No,0.0,3.48,0.9,0.0,0.0
1042,Kalutara,Wet,Yala,Tomato,Mid-season,35,Loamy,5.84,26.25,1.41,0.97,30.4,21.7,26.1,83.0,289.5,5.7,9.4,Furrow/Surface,Minor Tank,0.43,No,0.0,4.36,1.15,0.0,0.0
1042,Kalutara,Wet,Yala,Tomato,Late-season,20,Loamy,6.31,26.25,1.58,0.27,29.1,22.7,25.9,83.8,262.8,8.0,8.9,Furrow/Surface,Minor Tank,0.43,No,0.0,3.75,0.8,0.0,0.0
1043,Trincomalee,Dry,Yala,Big Onion,Initial,15,Sandy Loam,5.13,12.66,1.1,0.47,33.5,25.0,29.3,71.4,17.2,8.2,13.2,Furrow/Surface,Major Tank,1.66,No,9.4,4.88,0.7,26.9,48.8
1043,Trincomalee,Dry,Yala,Big Onion,Development,25,Sandy Loam,5.85,13.32,1.08,0.59,35.8,25.7,30.7,75.2,50.4,8.5,13.9,Furrow/Surface,Major Tank,1.66,No,26.9,5.39,0.9,68.4,124.3
1043,Trincomalee,Dry,Yala,Big Onion,Mid-season,35,Sandy Loam,5.16,16.76,0.66,0.61,35.5,24.2,29.8,59.9,0.0,8.3,13.9,Furrow/Surface,Major Tank,1.66,No,68.4,5.49,1.05,154.0,280.0
1043,Trincomalee,Dry,Yala,Big Onion,Late-season,20,Sandy Loam,5.94,17.12,1.0,0.67,34.1,24.7,29.4,65.4,73.1,8.7,17.1,Furrow/Surface,Major Tank,1.66,No,154.0,4.96,0.75,0.0,0.0
1044,Kilinochchi,Dry,Yala,Chili,Initial,25,Sandy,4.68,6.25,0.51,0.68,34.0,23.9,28.9,67.6,142.9,7.8,16.3,Furrow/Surface,Minor Tank,0.72,No,26.6,5.25,0.6,0.0,0.0
1044,Kilinochchi,Dry,Yala,Chili,Development,35,Sandy,5.2,11.13,0.62,0.57,34.5,23.1,28.8,78.7,32.3,8.0,13.7,Furrow/Surface,Minor Tank,0.72,No,0.0,5.47,0.85,107.2,195.0
1044,Kilinochchi,Dry,Yala,Chili,Mid-season,60,Sandy,4.89,12.6,0.4,0.46,32.8,23.3,28.0,68.7,81.5,7.4,12.7,Furrow/Surface,Minor Tank,0.72,No,107.2,4.88,1.05,201.1,365.6
1044,Kilinochchi,Dry,Yala,Chili,Late-season,30,Sandy,4.93,12.6,0.63,0.58,35.1,25.1,30.1,75.4,96.7,8.1,18.6,Furrow/Surface,Minor Tank,0.72,No,201.1,5.31,0.9,25.2,45.8
1045,Kandy,Wet,Yala,Chili,Initial,25,Sandy,5.28,5.63,0.89,0.5,29.5,21.9,25.7,84.4,231.8,7.1,15.8,Drip,Major Tank,0.86,No,20.1,4.22,0.6,0.0,0.0
1045,Kandy,Wet,Yala,Chili,Development,35,Sandy,5.94,12.6,0.46,0.42,30.3,24.0,27.1,77.4,145.8,5.2,5.1,Drip,Major Tank,0.86,No,0.0,3.86,0.85,0.0,0.0
1045,Kandy,Wet,Yala,Chili,Mid-season,60,Sandy,5.52,12.6,0.48,0.42,29.7,23.6,26.6,78.0,402.3,6.9,7.3,Drip,Major Tank,0.86,No,0.0,3.74,1.05,0.0,0.0
1045,Kandy,Wet,Yala,Chili,Late-season,30,Sandy,4.99,12.6,1.19,0.6,29.8,23.7,26.7,77.4,42.9,6.5,6.7,Drip,Major Tank,0.86,No,0.0,3.84,0.9,29.6,32.9
1046,Galle,Wet,Yala,Maize,Initial,20,Sandy Loam,5.76,12.95,1.16,0.22,28.6,24.2,26.4,78.5,268.9,7.0,10.1,Furrow/Surface,Minor Tank,1.01,No,21.2,3.25,0.3,0.0,0.0
1046,Galle,Wet,Yala,Maize,Development,30,Sandy Loam,5.29,18.9,1.26,0.67,30.1,24.2,27.2,83.5,424.4,7.1,8.1,Furrow/Surface,Minor Tank,1.01,No,0.0,3.71,0.75,0.0,0.0
1046,Galle,Wet,Yala,Maize,Mid-season,35,Sandy Loam,5.24,18.9,0.96,0.71,29.1,24.0,26.6,79.0,338.1,6.7,8.6,Furrow/Surface,Minor Tank,1.01,No,0.0,3.32,1.2,0.0,0.0
1046,Galle,Wet,Yala,Maize,Late-season,15,Sandy Loam,5.5,18.9,1.06,0.39,30.2,22.2,26.2,81.2,200.3,6.6,8.8,Furrow/Surface,Minor Tank,1.01,No,0.0,4.21,0.6,0.0,0.0
1047,Gampaha,Wet,Maha,Maize,Initial,20,Clay,5.71,31.19,1.35,0.44,28.8,22.1,25.4,82.9,146.5,5.3,3.9,Drip,River/Canal Diversion,0.66,Yes,19.3,3.88,0.3,0.0,0.0
1047,Gampaha,Wet,Maha,Maize,Development,30,Clay,6.6,36.46,1.73,0.93,27.6,23.2,25.4,79.0,208.1,5.0,10.4,Drip,River/Canal Diversion,0.66,Yes,0.0,3.01,0.75,0.0,0.0
1047,Gampaha,Wet,Maha,Maize,Mid-season,35,Clay,5.79,36.75,1.47,0.49,28.1,22.1,25.1,84.5,226.1,5.8,7.2,Drip,River/Canal Diversion,0.66,Yes,0.0,3.28,1.2,0.0,0.0
1047,Gampaha,Wet,Maha,Maize,Late-season,15,Clay,6.9,36.75,1.03,0.51,28.8,24.1,26.4,83.3,116.6,6.7,4.8,Drip,River/Canal Diversion,0.66,Yes,0.0,2.9,0.6,0.0,0.0
1048,Colombo,Wet,Yala,Tomato,Initial,20,Clay,5.87,31.97,1.05,1.41,30.8,25.2,28.0,76.4,177.0,5.8,9.6,Drip,Rainfed,0.59,No,11.8,3.82,0.6,0.0,0.0
1048,Colombo,Wet,Yala,Tomato,Development,25,Clay,6.34,36.75,1.95,1.33,27.9,22.4,25.2,83.8,139.3,6.2,10.0,Drip,Rainfed,0.59,No,0.0,3.48,0.9,0.0,0.0
1048,Colombo,Wet,Yala,Tomato,Mid-season,35,Clay,6.37,36.75,1.76,0.76,30.4,23.6,27.0,86.1,424.9,6.7,10.8,Drip,Rainfed,0.59,No,0.0,3.91,1.15,0.0,0.0
1048,Colombo,Wet,Yala,Tomato,Late-season,20,Clay,6.33,36.75,1.72,0.77,27.9,23.9,25.9,85.8,253.7,5.0,7.5,Drip,Rainfed,0.59,No,0.0,2.99,0.8,0.0,0.0
1049,Anuradhapura,Dry,Maha,Chili,Initial,25,Sandy Loam,5.8,15.19,0.98,0.23,31.9,23.5,27.7,74.5,193.6,7.9,13.0,Rainfed,Major Tank,0.55,Yes,13.7,4.52,0.6,0.0,
1049,Anuradhapura,Dry,Maha,Chili,Development,35,Sandy Loam,6.12,18.9,0.79,0.77,31.4,21.5,26.4,86.2,244.2,7.2,13.5,Rainfed,Major Tank,0.55,Yes,0.0,4.51,0.85,0.0,
1049,Anuradhapura,Dry,Maha,Chili,Mid-season,60,Sandy Loam,5.78,18.9,1.19,0.72,33.1,23.6,28.3,81.2,325.5,6.8,13.7,Rainfed,Major Tank,0.55,Yes,0.0,4.26,1.05,0.0,
1049,Anuradhapura,Dry,Maha,Chili,Late-season,30,Sandy Loam,5.08,18.9,0.85,0.51,32.8,23.2,28.0,77.3,278.1,6.1,12.6,Rainfed,Major Tank,0.55,Yes,0.0,4.47,0.9,0.0,
1050,Polonnaruwa,Dry,Maha,Maize,Initial,20,Sandy Loam,5.96,11.09,0.75,0.21,30.7,21.5,26.1,81.1,149.6,6.4,10.5,Furrow/Surface,Rainfed,1.42,No,30.0,4.58,0.3,0.0,0.0
1050,Polonnaruwa,Dry,Maha,Maize,Development,30,Sandy Loam,5.83,16.74,1.11,0.13,32.5,24.4,28.5,86.6,29.5,6.7,11.5,Furrow/Surface,Rainfed,1.42,No,0.0,4.37,0.75,56.4,102.6
1050,Polonnaruwa,Dry,Maha,Maize,Mid-season,35,Sandy Loam,5.8,15.53,1.19,0.42,33.8,22.8,28.3,78.8,183.4,6.6,7.3,Furrow/Surface,Rainfed,1.42,No,56.4,4.7,1.2,23.5,42.7
1050,Polonnaruwa,Dry,Maha,Maize,Late-season,15,Sandy Loam,5.75,15.77,1.0,0.65,31.5,22.9,27.2,83.8,108.0,7.2,11.3,Furrow/Surface,Rainfed,1.42,No,23.5,3.95,0.6,0.0,0.0
1051,Jaffna,Dry,Yala,Maize,Initial,20,Sandy,4.58,6.67,0.82,0.21,34.0,22.9,28.5,61.0,70.8,8.4,11.9,Furrow/Surface,River/Canal Diversion,0.44,Yes,26.5,5.48,0.3,0.0,0.0
1051,Jaffna,Dry,Yala,Maize,Development,30,Sandy,4.42,7.78,0.6,0.56,32.2,22.6,27.4,56.3,44.6,7.9,13.2,Furrow/Surface,River/Canal Diversion,0.44,Yes,0.0,4.89,0.75,47.6,86.5
1051,Jaffna,Dry,Yala,Maize,Mid-season,35,Sandy,5.55,6.99,0.67,0.72,36.4,24.0,30.2,69.9,63.9,8.2,10.7,Furrow/Surface,River/Canal Diversion,0.44,Yes,47.6,5.85,1.2,170.1,309.3
1051,Jaffna,Dry,Yala,Maize,Late-season,15,Sandy,5.3,7.69,0.87,0.21,34.4,25.5,30.0,63.7,22.2,9.2,10.1,Furrow/Surface,River/Canal Diversion,0.44,Yes,170.1,4.95,0.6,7.6,13.9
1052,Matara,Wet,Yala,Paddy (Rice),Initial,20,Sandy,5.04,7.21,0.77,0.25,29.8,23.2,26.5,84.7,0.0,6.3,5.5,Furrow/Surface,Agro-well,2.31,Yes,63.3,3.99,1.05,57.6,104.7
1052,Matara,Wet,Yala,Paddy (Rice),Development,30,Sandy,4.97,7.53,0.66,0.25,28.8,22.7,25.8,91.8,151.9,5.8,5.6,Furrow/Surface,Agro-well,2.31,Yes,57.6,3.67,1.1,0.0,0.0
1052,Matara,Wet,Yala,Paddy (Rice),Mid-season,40,Sandy,4.83,9.17,0.6,0.18,28.8,23.4,26.1,85.9,161.9,7.1,12.5,Furrow/Surface,Agro-well,2.31,Yes,0.0,3.4,1.2,8.3,15.1
1052,Matara,Wet,Yala,Paddy (Rice),Late-season,25,Sandy,5.46,9.88,0.78,0.59,30.2,24.5,27.3,85.8,223.0,6.7,7.3,Furrow/Surface,Agro-well,2.31,Yes,8.3,3.67,0.95,0.0,0.0
1053,Matara,Wet,Maha,Tomato,Initial,20,Clay,6.12,22.83,1.52,0.7,29.4,22.6,26.0,81.6,220.8,5.6,4.7,Rainfed,Rainfed,2.29,No,31.1,3.98,0.6,0.0,
1053,Matara,Wet,Maha,Tomato,Development,25,Clay,6.29,33.31,1.09,0.99,27.8,21.2,24.5,82.0,202.6,7.3,5.7,Rainfed,Rainfed,2.29,No,0.0,3.67,0.9,0.0,
1053,Matara,Wet,Maha,Tomato,Mid-season,35,Clay,5.84,34.36,1.62,0.68,28.2,23.0,25.6,83.1,135.8,5.8,9.6,Rainfed,Rainfed,2.29,No,0.0,3.16,1.15,0.0,
1053,Matara,Wet,Maha,Tomato,Late-season,20,Clay,5.69,33.68,1.57,1.35,27.8,22.7,25.2,85.4,179.3,7.2,5.1,Rainfed,Rainfed,2.29,No,0.0,3.0,0.8,0.0,
1054,Ratnapura,Wet,Yala,Big Onion,Initial,15,Clay,6.56,35.99,1.57,0.58,29.7,23.5,26.6,86.4,182.4,6.8,11.3,Furrow/Surface,River/Canal Diversion,2.87,No,22.4,3.89,0.7,0.0,0.0
1054,Ratnapura,Wet,Yala,Big Onion,Development,25,Clay,6.77,36.75,1.54,0.95,27.7,23.7,25.7,85.7,118.6,7.2,10.8,Furrow/Surface,River/Canal Diversion,2.87,No,0.0,2.98,0.9,0.0,0.0
1054,Ratnapura,Wet,Yala,Big Onion,Mid-season,35,Clay,5.96,35.23,1.56,0.91,27.9,25.1,26.5,80.8,261.8,7.1,9.0,Furrow/Surface,River/Canal Diversion,2.87,No,0.0,2.49,1.05,0.0,0.0
1054,Ratnapura,Wet,Yala,Big Onion,Late-season,20,Clay,6.53,35.93,1.68,1.25,28.8,24.2,26.5,83.3,128.0,6.9,10.3,Furrow/Surface,River/Canal Diversion,2.87,No,0.0,3.22,0.75,0.0,0.0
1055,Puttalam,Dry,Yala,Chili,Initial,25,Sandy Loam,5.98,10.57,0.46,0.21,31.8,24.7,28.2,67.9,50.7,8.2,12.8,Rainfed,Major Tank,0.37,Yes,8.4,4.34,0.6,19.7,
1055,Puttalam,Dry,Yala,Chili,Development,35,Sandy Loam,5.48,9.97,0.6,0.39,34.3,22.0,28.2,69.9,118.0,7.1,16.9,Rainfed,Major Tank,0.37,Yes,19.7,5.57,0.85,73.2,
1055,Puttalam,Dry,Yala,Chili,Mid-season,60,Sandy Loam,5.89,12.59,1.06,0.45,34.5,22.2,28.3,68.0,213.9,7.5,11.5,Rainfed,Major Tank,0.37,Yes,73.2,5.55,1.05,160.0,
1055,Puttalam,Dry,Yala,Chili,Late-season,30,Sandy Loam,5.36,16.28,1.01,0.64,32.0,22.8,27.4,68.8,59.5,7.4,15.1,Rainfed,Major Tank,0.37,Yes,160.0,4.8,0.9,41.0,
1056,Gampaha,Wet,Yala,Chili,Initial,25,Sandy Loam,5.71,16.34,1.44,0.63,30.5,22.3,26.4,83.7,309.4,7.4,8.2,Furrow/Surface,Major Tank,0.77,Yes,8.8,4.45,0.6,0.0,0.0
1056,Gampaha,Wet,Yala,Chili,Development,35,Sandy Loam,5.73,18.9,0.94,0.92,29.3,23.5,26.4,80.7,289.4,5.5,6.8,Furrow/Surface,Major Tank,0.77,Yes,0.0,3.66,0.85,0.0,0.0
1056,Gampaha,Wet,Yala,Chili,Mid-season,60,Sandy Loam,5.42,18.9,0.63,0.36,28.6,24.1,26.4,78.3,421.2,6.6,5.6,Furrow/Surface,Major Tank,0.77,Yes,0.0,3.17,1.05,0.0,0.0
1056,Gampaha,Wet,Yala,Chili,Late-season,30,Sandy Loam,5.53,18.9,1.17,0.36,29.9,24.6,27.2,82.2,252.0,7.2,7.6,Furrow/Surface,Major Tank,0.77,Yes,0.0,3.64,0.9,0.0,0.0
1057,Vavuniya,Dry,Yala,Tomato,Initial,20,Clay,6.13,15.98,1.66,0.72,33.2,24.6,28.9,68.5,27.3,7.5,13.2,Rainfed,Agro-well,0.51,No,10.3,4.83,0.6,35.2,
1057,Vavuniya,Dry,Yala,Tomato,Development,25,Clay,6.89,17.83,0.99,1.09,36.2,23.0,29.6,70.2,41.7,8.8,14.3,Rainfed,Agro-well,0.51,No,35.2,6.02,0.9,92.6,
1057,Vavuniya,Dry,Yala,Tomato,Mid-season,35,Clay,6.69,17.3,1.18,0.58,32.4,22.8,27.6,65.6,76.7,8.8,11.2,Rainfed,Agro-well,0.51,No,92.6,4.83,1.15,138.9,
1057,Vavuniya,Dry,Yala,Tomato,Late-season,20,Clay,5.79,19.16,1.13,0.84,32.6,25.1,28.8,65.9,31.0,7.5,8.0,Rainfed,Agro-well,0.51,No,138.9,4.41,0.8,42.3,
1058,Galle,Wet,Yala,Green Gram,Initial,12,Sandy Loam,5.87,12.78,0.97,0.34,29.6,22.1,25.8,79.6,111.4,7.9,6.4,Drip,Major Tank,1.72,No,24.2,4.19,0.4,0.0,0.0
1058,Galle,Wet,Yala,Green Gram,Development,18,Sandy Loam,5.73,16.35,0.84,0.28,29.2,23.8,26.5,88.1,149.4,6.5,7.6,Drip,Major Tank,1.72,No,0.0,3.56,0.75,0.0,0.0
1058,Galle,Wet,Yala,Green Gram,Mid-season,22,Sandy Loam,6.2,16.25,1.11,0.58,29.2,23.7,26.5,80.3,57.4,5.8,10.2,Drip,Major Tank,1.72,No,0.0,3.53,1.05,5.3,5.9
1058,Galle,Wet,Yala,Green Gram,Late-season,13,Sandy Loam,5.66,15.44,0.96,0.65,29.7,23.4,26.6,81.2,0.0,6.3,5.4,Drip,Major Tank,1.72,No,5.3,3.73,0.4,11.9,13.2
1059,Kandy,Wet,Maha,Big Onion,Initial,15,Sandy,5.07,4.68,0.6,0.23,29.5,22.1,25.8,80.5,240.2,5.9,6.7,Furrow/Surface,Minor Tank,0.99,Yes,24.7,4.13,0.7,0.0,0.0
1059,Kandy,Wet,Maha,Big Onion,Development,25,Sandy,4.22,12.6,0.54,0.09,27.2,23.0,25.1,76.8,88.9,5.5,5.0,Furrow/Surface,Minor Tank,0.99,Yes,0.0,2.97,0.9,0.0,0.0
1059,Kandy,Wet,Maha,Big Onion,Mid-season,35,Sandy,5.55,10.24,0.47,0.52,27.6,23.1,25.4,82.2,263.8,5.1,6.2,Furrow/Surface,Minor Tank,0.99,Yes,0.0,2.91,1.05,0.0,0.0
1059,Kandy,Wet,Maha,Big Onion,Late-season,20,Sandy,5.33,12.53,0.75,0.41,29.0,23.4,26.2,75.5,171.3,6.2,4.8,Furrow/Surface,Minor Tank,0.99,Yes,0.0,3.18,0.75,0.0,0.0
1060,Mannar,Dry,Maha,Tomato,Initial,20,Sandy,5.28,4.89,0.64,0.68,30.9,22.8,26.8,81.4,17.9,7.6,11.4,Rainfed,Agro-well,0.11,Yes,8.9,4.39,0.6,30.7,
1060,Mannar,Dry,Maha,Tomato,Development,25,Sandy,5.46,4.77,0.62,0.05,32.4,22.4,27.4,80.8,44.9,7.1,8.9,Rainfed,Agro-well,0.11,Yes,30.7,4.73,0.9,61.3,
1060,Mannar,Dry,Maha,Tomato,Mid-season,35,Sandy,5.56,4.78,0.85,0.18,32.3,21.5,26.9,84.3,189.7,6.3,8.2,Rainfed,Agro-well,0.11,Yes,61.3,4.51,1.15,21.4,
1060,Mannar,Dry,Maha,Tomato,Late-season,20,Sandy,5.38,5.72,0.65,0.43,33.8,23.6,28.7,70.9,140.7,7.7,1.0,Rainfed,Agro-well,0.11,Yes,21.4,4.38,0.8,0.0,
1061,Ratnapura,Wet,Maha,Maize,Initial,20,Sandy,5.14,8.89,0.74,0.53,27.1,23.9,25.5,81.9,36.2,4.5,7.6,Drip,River/Canal Diversion,0.52,No,17.2,2.71,0.3,0.0,0.0
1061,Ratnapura,Wet,Maha,Maize,Development,30,Sandy,5.07,7.59,0.5,0.31,29.9,21.8,25.9,86.5,204.7,7.1,7.7,Drip,River/Canal Diversion,0.52,No,0.0,4.14,0.75,0.0,0.0
1061,Ratnapura,Wet,Maha,Maize,Mid-season,35,Sandy,4.89,9.76,0.7,0.79,27.5,21.9,24.7,76.9,125.7,5.2,5.7,Drip,River/Canal Diversion,0.52,No,0.0,3.17,1.2,6.9,7.6
1061,Ratnapura,Wet,Maha,Maize,Late-season,15,Sandy,4.94,7.87,0.79,0.48,26.9,22.2,24.6,75.9,92.3,6.2,7.5,Drip,River/Canal Diversion,0.52,No,6.9,2.81,0.6,0.0,0.0
1062,Vavuniya,Dry,Yala,Maize,Initial,20,Loamy,6.29,19.39,1.28,0.99,34.1,25.3,29.7,69.2,46.9,8.8,9.0,Rainfed,Major Tank,0.65,Yes,16.6,5.01,0.3,0.0,
1062,Vavuniya,Dry,Yala,Maize,Development,30,Loamy,5.32,19.82,1.11,0.64,33.1,24.3,28.7,67.2,38.9,7.5,14.1,Rainfed,Major Tank,0.65,Yes,0.0,4.79,0.75,52.0,
1062,Vavuniya,Dry,Yala,Maize,Mid-season,35,Loamy,6.5,19.08,1.03,0.17,34.9,23.8,29.3,70.7,0.0,8.2,15.2,Rainfed,Major Tank,0.65,Yes,52.0,5.39,1.2,135.6,
1062,Vavuniya,Dry,Yala,Maize,Late-season,15,Loamy,6.06,18.65,1.12,0.13,33.3,24.4,28.8,71.0,0.0,7.9,15.8,Rainfed,Major Tank,0.65,Yes,135.6,4.81,0.6,18.6,
1063,Matara,Wet,Maha,Chili,Initial,25,Sandy Loam,6.32,11.39,0.64,0.27,26.9,23.2,25.0,88.4,242.2,7.2,1.7,Furrow/Surface,Major Tank,0.97,No,24.1,2.84,0.6,0.0,0.0
1063,Matara,Wet,Maha,Chili,Development,35,Sandy Loam,5.36,18.9,1.53,0.57,27.6,22.2,24.9,84.8,355.2,7.0,5.1,Furrow/Surface,Major Tank,0.97,No,0.0,3.29,0.85,0.0,0.0
1063,Matara,Wet,Maha,Chili,Mid-season,60,Sandy Loam,5.27,18.9,0.91,0.29,28.3,23.1,25.7,82.3,236.0,7.0,5.3,Furrow/Surface,Major Tank,0.97,No,0.0,3.05,1.05,0.0,0.0
1063,Matara,Wet,Maha,Chili,Late-season,30,Sandy Loam,5.99,18.9,0.7,0.64,28.6,21.4,25.0,78.5,146.0,5.6,6.6,Furrow/Surface,Major Tank,0.97,No,0.0,3.73,0.9,0.0,0.0
1064,Trincomalee,Dry,Maha,Chili,Initial,25,Loamy,5.95,18.22,1.43,0.05,30.8,21.1,25.9,82.6,0.0,7.2,11.3,Drip,River/Canal Diversion,0.59,No,17.9,4.67,0.6,67.1,74.6
1064,Trincomalee,Dry,Maha,Chili,Development,35,Loamy,6.52,18.39,1.53,0.66,31.4,22.3,26.8,78.5,52.7,6.3,5.5,Drip,River/Canal Diversion,0.59,No,67.1,4.36,0.85,73.9,82.1
1064,Trincomalee,Dry,Maha,Chili,Mid-season,60,Loamy,5.66,19.25,1.02,0.44,34.0,23.2,28.6,82.0,141.2,5.7,9.6,Drip,River/Canal Diversion,0.59,No,73.9,4.53,1.05,179.7,199.7
1064,Trincomalee,Dry,Maha,Chili,Late-season,30,Loamy,5.72,22.33,1.24,0.63,32.3,22.5,27.4,79.2,210.7,7.4,5.2,Drip,River/Canal Diversion,0.59,No,179.7,4.44,0.9,0.0,0.0
1065,Nuwara Eliya,Wet,Yala,Green Gram,Initial,12,Clay,5.82,28.09,1.92,0.58,28.4,23.0,25.7,87.0,54.2,6.9,9.7,Rainfed,Minor Tank,2.05,No,23.5,3.58,0.4,0.0,
1065,Nuwara Eliya,Wet,Yala,Green Gram,Development,18,Clay,5.53,28.85,1.33,0.46,29.5,23.7,26.6,83.4,254.4,5.3,10.1,Rainfed,Minor Tank,2.05,No,0.0,3.74,0.75,0.0,
1065,Nuwara Eliya,Wet,Yala,Green Gram,Mid-season,22,Clay,7.23,34.57,1.47,1.07,29.0,25.0,27.0,82.7,260.1,6.2,10.8,Rainfed,Minor Tank,2.05,No,0.0,3.06,1.05,0.0,
1065,Nuwara Eliya,Wet,Yala,Green Gram,Late-season,13,Clay,6.51,36.75,1.22,0.27,27.5,23.4,25.5,78.6,116.9,7.3,5.5,Rainfed,Minor Tank,2.05,No,0.0,2.98,0.4,0.0,
1066,Matara,Wet,Maha,Maize,Initial,20,Loamy,5.92,16.11,0.96,0.61,28.0,22.4,25.2,80.2,157.9,6.5,4.1,Rainfed,Minor Tank,0.25,No,19.5,3.54,0.3,0.0,
1066,Matara,Wet,Maha,Maize,Development,30,Loamy,5.72,21.09,1.1,0.35,26.6,23.0,24.8,88.0,206.2,5.9,9.6,Rainfed,Minor Tank,0.25,No,0.0,2.7,0.75,0.0,
1066,Matara,Wet,Maha,Maize,Mid-season,35,Loamy,5.77,22.64,1.0,0.29,27.3,24.1,25.7,82.8,256.1,6.3,4.4,Rainfed,Minor Tank,0.25,No,0.0,2.45,1.2,0.0,
1066,Matara,Wet,Maha,Maize,Late-season,15,Loamy,5.69,24.19,1.33,0.7,27.8,21.3,24.6,83.1,73.2,7.7,4.2,Rainfed,Minor Tank,0.25,No,0.0,3.34,0.6,0.0,
1067,Monaragala,Intermediate,Yala,Paddy (Rice),Initial,20,Sandy,4.62,5.96,0.53,0.39,33.6,20.1,26.8,78.1,144.2,6.9,10.2,Drip,Major Tank,0.81,No,43.7,5.75,1.05,2.6,2.9
